time,open,high,low,close,Volume,Volume MA
2009-11-20T00:00:00Z,0.001077,0.001077,0.001077,0.001077,0,0
2009-11-21T00:00:00Z,0.001064,0.001064,0.001064,0.001064,0,0
2009-11-22T00:00:00Z,0.001059,0.001059,0.001059,0.001059,0,0
2009-11-23T00:00:00Z,0.001,0.001,0.001,0.001,0,0
2009-11-24T00:00:00Z,0.000927,0.000927,0.000927,0.000927,0,0
2009-11-25T00:00:00Z,0.0009,0.0009,0.0009,0.0009,0,0
2009-11-26T00:00:00Z,0.000897,0.000897,0.000897,0.000897,0,0
2009-11-27T00:00:00Z,0.00086,0.00086,0.00086,0.00086,0,0
2009-11-28T00:00:00Z,0.000849,0.000849,0.000849,0.000849,0,0
2009-11-29T00:00:00Z,0.000829,0.000829,0.000829,0.000829,0,0
2009-11-30T00:00:00Z,0.000824,0.000824,0.000824,0.000824,0,0
2009-12-01T00:00:00Z,0.000811,0.000811,0.000811,0.000811,0,0
2009-12-02T00:00:00Z,0.000795,0.000795,0.000795,0.000795,0,0
2009-12-03T00:00:00Z,0.000771,0.000771,0.000771,0.000771,0,0
2009-12-04T00:00:00Z,0.000746,0.000746,0.000746,0.000746,0,0
2009-12-05T00:00:00Z,0.000748,0.000748,0.000748,0.000748,0,0
2009-12-06T00:00:00Z,0.000733,0.000733,0.000733,0.000733,0,0
2009-12-07T00:00:00Z,0.000718,0.000718,0.000718,0.000718,0,0
2009-12-08T00:00:00Z,0.0007,0.0007,0.0007,0.0007,0,0
2009-12-09T00:00:00Z,0.000687,0.000687,0.000687,0.000687,0,0
2009-12-10T00:00:00Z,0.00067,0.00067,0.00067,0.00067,0,0
2009-12-11T00:00:00Z,0.000665,0.000665,0.000665,0.000665,0,0
2009-12-12T00:00:00Z,0.00064,0.00064,0.00064,0.00064,0,0
2009-12-13T00:00:00Z,0.000618,0.000618,0.000618,0.000618,0,0
2009-12-14T00:00:00Z,0.000615,0.000615,0.000615,0.000615,0,0
2009-12-15T00:00:00Z,0.000615,0.000615,0.000615,0.000615,0,0
2009-12-16T00:00:00Z,0.000622,0.000622,0.000622,0.000622,0,0
2009-12-17T00:00:00Z,0.000613,0.000613,0.000613,0.000613,0,0
2009-12-18T00:00:00Z,0.000616,0.000616,0.000616,0.000616,0,0
2009-12-19T00:00:00Z,0.00063,0.00063,0.00063,0.00063,0,0
2009-12-20T00:00:00Z,0.000627,0.000627,0.000627,0.000627,0,0
2009-12-21T00:00:00Z,0.000627,0.000627,0.000627,0.000627,0,0
2009-12-22T00:00:00Z,0.000633,0.000633,0.000633,0.000633,0,0
2009-12-23T00:00:00Z,0.000633,0.000633,0.000633,0.000633,0,0
2009-12-24T00:00:00Z,0.000633,0.000633,0.000633,0.000633,0,0
2009-12-25T00:00:00Z,0.000633,0.000633,0.000633,0.000633,0,0
2009-12-26T00:00:00Z,0.000633,0.000633,0.000633,0.000633,0,0
2009-12-27T00:00:00Z,0.000633,0.000633,0.000633,0.000633,0,0
2009-12-28T00:00:00Z,0.000633,0.000633,0.000633,0.000633,0,0
2009-12-29T00:00:00Z,0.000633,0.000633,0.000633,0.000633,0,0
2009-12-30T00:00:00Z,0.000643,0.000643,0.000643,0.000643,0,0
2010-01-16T00:00:00Z,0.002831,0.002831,0.002831,0.002831,0,0
2010-01-17T00:00:00Z,0.0028,0.0028,0.0028,0.0028,0,0
2010-01-18T00:00:00Z,0.002946,0.002946,0.002946,0.002946,0,0
2010-01-19T00:00:00Z,0.002736,0.002736,0.002736,0.002736,0,0
2010-01-20T00:00:00Z,0.002919,0.002919,0.002919,0.002919,0,0
2010-01-21T00:00:00Z,0.002893,0.002893,0.002893,0.002893,0,0
2010-01-22T00:00:00Z,0.003048,0.003048,0.003048,0.003048,0,0
2010-01-23T00:00:00Z,0.003211,0.003211,0.003211,0.003211,0,0
2010-01-24T00:00:00Z,0.003252,0.003252,0.003252,0.003252,0,0
2010-01-25T00:00:00Z,0.003254,0.003254,0.003254,0.003254,0,0
2010-01-26T00:00:00Z,0.003366,0.003366,0.003366,0.003366,0,0
2010-01-27T00:00:00Z,0.003185,0.003185,0.003185,0.003185,0,0
2010-01-28T00:00:00Z,0.003281,0.003281,0.003281,0.003281,0,0
2010-01-29T00:00:00Z,0.003259,0.003259,0.003259,0.003259,0,0
2010-01-30T00:00:00Z,0.003241,0.003241,0.003241,0.003241,0,0
2010-01-31T00:00:00Z,0.003298,0.003298,0.003298,0.003298,0,0
2010-02-01T00:00:00Z,0.003297,0.003297,0.003297,0.003297,0,0
2010-02-02T00:00:00Z,0.003364,0.003364,0.003364,0.003364,0,0
2010-02-03T00:00:00Z,0.003496,0.003496,0.003496,0.003496,0,0
2010-02-04T00:00:00Z,0.00357,0.00357,0.00357,0.00357,0,0
2010-02-05T00:00:00Z,0.003658,0.003658,0.003658,0.003658,0,0
2010-02-06T00:00:00Z,0.003672,0.003672,0.003672,0.003672,0,0
2010-02-07T00:00:00Z,0.003735,0.003735,0.003735,0.003735,0,0
2010-02-08T00:00:00Z,0.003795,0.003795,0.003795,0.003795,0,0
2010-02-09T00:00:00Z,0.003803,0.003803,0.003803,0.003803,0,0
2010-02-10T00:00:00Z,0.003857,0.003857,0.003857,0.003857,0,0
2010-02-11T00:00:00Z,0.003847,0.003847,0.003847,0.003847,0,0
2010-02-12T00:00:00Z,0.003911,0.003911,0.003911,0.003911,0,0
2010-02-13T00:00:00Z,0.004005,0.004005,0.004005,0.004005,0,0
2010-02-14T00:00:00Z,0.004052,0.004052,0.004052,0.004052,0,0
2010-02-15T00:00:00Z,0.004147,0.004147,0.004147,0.004147,0,0
2010-02-16T00:00:00Z,0.004203,0.004203,0.004203,0.004203,0,0
2010-02-17T00:00:00Z,0.004261,0.004261,0.004261,0.004261,0,0
2010-02-18T00:00:00Z,0.004307,0.004307,0.004307,0.004307,0,0
2010-02-19T00:00:00Z,0.004415,0.004415,0.004415,0.004415,0,0
2010-02-20T00:00:00Z,0.004559,0.004559,0.004559,0.004559,0,0
2010-02-21T00:00:00Z,0.004662,0.004662,0.004662,0.004662,0,0
2010-02-22T00:00:00Z,0.004706,0.004706,0.004706,0.004706,0,0
2010-02-23T00:00:00Z,0.00485,0.00485,0.00485,0.00485,0,0
2010-02-24T00:00:00Z,0.004975,0.004975,0.004975,0.004975,0,0
2010-02-25T00:00:00Z,0.005029,0.005029,0.005029,0.005029,0,0
2010-02-26T00:00:00Z,0.005104,0.005104,0.005104,0.005104,0,0
2010-02-27T00:00:00Z,0.005168,0.005168,0.005168,0.005168,0,0
2010-02-28T00:00:00Z,0.005298,0.005298,0.005298,0.005298,0,0
2010-03-01T00:00:00Z,0.005397,0.005397,0.005397,0.005397,0,0
2010-07-17T00:00:00Z,0.04951,0.04951,0.04951,0.04951,20,NaN
2010-07-18T00:00:00Z,0.05941,0.08585,0.05941,0.08584,75.01,NaN
2010-07-19T00:00:00Z,0.0909,0.09307,0.07723,0.0808,574,NaN
2010-07-20T00:00:00Z,0.08181,0.08181,0.07426,0.07474,262,NaN
2010-07-21T00:00:00Z,0.07425,0.07921,0.06634,0.07921,575,NaN
2010-07-22T00:00:00Z,0.07921,0.08181,0.0505,0.05149,2160,NaN
2010-07-23T00:00:00Z,0.0505,0.06767,0.0505,0.06262,2402.5,NaN
2010-07-24T00:00:00Z,0.06161,0.06161,0.05049,0.05454,496.32,NaN
2010-07-25T00:00:00Z,0.05545,0.05941,0.0505,0.0505,1551.48,NaN
2010-07-26T00:00:00Z,0.05,0.056,0.05,0.056,877,NaN
2010-07-27T00:00:00Z,0.0559,0.0605,0.053,0.06,3373.69,NaN
2010-07-28T00:00:00Z,0.06,0.062,0.054,0.0589,4390.29,NaN
2010-07-29T00:00:00Z,0.0597,0.0699,0.0571,0.0699,8058.49,NaN
2010-07-30T00:00:00Z,0.0698,0.0698,0.0582,0.0627,3020.85,NaN
2010-07-31T00:00:00Z,0.065,0.06889,0.056,0.06785,4022.25,NaN
2010-08-01T00:00:00Z,0.061,0.065,0.06,0.0611,2601,NaN
2010-08-02T00:00:00Z,0.0625,0.0633,0.06,0.06001,3599,NaN
2010-08-03T00:00:00Z,0.06,0.065,0.059,0.06,9821.46,NaN
2010-08-04T00:00:00Z,0.0623,0.06231,0.057,0.057,3494,NaN
2010-08-05T00:00:00Z,0.0581,0.061,0.058,0.061,5034.07,2820.4204999999997
2010-08-06T00:00:00Z,0.062,0.0624,0.0607,0.0623,1395,2889.1704999999997
2010-08-07T00:00:00Z,0.0608,0.0622,0.059,0.059,2619,3016.37
2010-08-08T00:00:00Z,0.059,0.061,0.059,0.0609,2201,3097.72
2010-08-09T00:00:00Z,0.06091,0.0735,0.0593,0.0704,13631.09,3766.1744999999996
2010-08-10T00:00:00Z,0.068,0.0709,0.06651,0.07,1310.39,3802.9439999999995
2010-08-11T00:00:00Z,0.06,0.07541,0.06,0.067,14061.18,4398.003
2010-08-12T00:00:00Z,0.068,0.07,0.06141,0.07,2062.31,4380.9935
2010-08-13T00:00:00Z,0.0665,0.068,0.0645,0.0645,3591.77,4535.766
2010-08-14T00:00:00Z,0.0655,0.0695,0.0645,0.067,4404.2,4678.402
2010-08-15T00:00:00Z,0.067,0.067,0.065,0.06529,4462.866,4857.695299999999
2010-08-16T00:00:00Z,0.06319,0.0679,0.062,0.0655,10731.468,5225.584199999999
2010-08-17T00:00:00Z,0.0655,0.0769,0.06243,0.07,13185.74,5665.356699999999
2010-08-18T00:00:00Z,0.06999,0.0733,0.067,0.068,2953.975,5410.13095
2010-08-19T00:00:00Z,0.0675,0.0679,0.0667,0.0667,741.115,5296.1442
2010-08-20T00:00:00Z,0.0667,0.0667,0.065,0.0655,4199.747,5305.01905
2010-08-21T00:00:00Z,0.0655,0.0669,0.0644,0.0664,10443.86,5697.16205
2010-08-22T00:00:00Z,0.065,0.0664,0.0612,0.066,18648.972,6449.66065
2010-08-23T00:00:00Z,0.066,0.06689,0.063,0.06491,4297.49,6173.46215
2010-08-24T00:00:00Z,0.06491,0.0665,0.06491,0.065,6711.757,6334.35
2010-08-25T00:00:00Z,0.06499,0.0665,0.0641,0.0648,4228.88,6294.0905
2010-08-26T00:00:00Z,0.0648,0.0658,0.064,0.064,3870.01,6417.840999999999
2010-08-27T00:00:00Z,0.064,0.065,0.063,0.065,9009.973,6737.38965
2010-08-28T00:00:00Z,0.065,0.065,0.0641,0.0646,6174.005,6936.039900000001
2010-08-29T00:00:00Z,0.0647,0.0648,0.064,0.064,3173.402,6413.155500000001
2010-08-30T00:00:00Z,0.0646,0.069,0.03211,0.06497,34193.138,8057.2929
2010-08-31T00:00:00Z,0.06411,0.0649,0.06,0.06,14886.907,8098.579250000001
2010-09-01T00:00:00Z,0.062,0.0629,0.05961,0.0629,7164.722,8353.69985
2010-09-02T00:00:00Z,0.061,0.0634,0.0601,0.0634,8150.73,8581.647850000003
2010-09-03T00:00:00Z,0.061,0.063,0.06085,0.06085,892,8406.037850000002
2010-09-04T00:00:00Z,0.06125,0.06238,0.0612,0.06238,3301,8347.944550000002
2010-09-05T00:00:00Z,0.06245,0.064,0.0605,0.0616,8459.24,8234.333150000002
2010-09-06T00:00:00Z,0.0627,0.0627,0.0616,0.0616,910,7620.546150000002
2010-09-07T00:00:00Z,0.0616,0.06201,0.0603,0.061,3457.192,7645.707000000002
2010-09-08T00:00:00Z,0.061,0.062,0.06099,0.062,2345.41,7725.921750000003
2010-09-09T00:00:00Z,0.0611,0.0624,0.06109,0.06111,1733.502,7602.609500000003
2010-09-10T00:00:00Z,0.061,0.0618,0.06014,0.0618,4939.788,7327.405900000003
2010-09-11T00:00:00Z,0.0619,0.065,0.0619,0.06366,7749.14,6782.414300000004
2010-09-12T00:00:00Z,0.0621,0.0621,0.0615,0.0615,793.88,6607.2338000000045
2010-09-13T00:00:00Z,0.062,0.064,0.0607,0.06218,10076.336,6775.462750000004
2010-09-14T00:00:00Z,0.062,0.175,0.061,0.06199,14014.808,7264.7591500000035
2010-09-15T00:00:00Z,0.0625,0.0625,0.0604,0.0604,3651.85,7253.851150000004
2010-09-16T00:00:00Z,0.0618,0.0619,0.0618,0.0619,730,6839.852500000004
2010-09-17T00:00:00Z,0.06089,0.0609,0.059,0.06,7262,6894.252250000003
2010-09-18T00:00:00Z,0.059,0.061,0.05761,0.061,7092.609,7090.2126000000035
2010-09-19T00:00:00Z,0.06091,0.0627,0.06,0.0627,12852.17,6023.164200000003
2010-09-20T00:00:00Z,0.0621,0.0634,0.062,0.0621,14307.94,5994.215850000003
2010-09-21T00:00:00Z,0.0631,0.0633,0.0623,0.06265,5735.946,5922.777050000003
2010-09-22T00:00:00Z,0.06231,0.0624,0.06147,0.0622,11560.4,6093.260550000004
2010-09-23T00:00:00Z,0.0621,0.063,0.0615,0.06231,15505.33,6823.927050000003
2010-09-24T00:00:00Z,0.06209,0.0624,0.06209,0.0622,684.375,6693.095800000003
2010-09-25T00:00:00Z,0.06221,0.0624,0.0617,0.06202,2152.5,6377.758800000002
2010-09-26T00:00:00Z,0.06204,0.06228,0.06186,0.062,12058.125,6935.165050000001
2010-09-27T00:00:00Z,0.06205,0.06228,0.0619,0.0622,10752.245,7299.917700000001
2010-09-28T00:00:00Z,0.06196,0.06271,0.0617,0.0619,7086.153,7536.95485
2010-09-29T00:00:00Z,0.062,0.062,0.0615,0.06183,23475.642,8624.06185
2010-09-30T00:00:00Z,0.06174,0.0619,0.06155,0.0619,7917.025,8772.9237
2010-10-01T00:00:00Z,0.06189,0.062,0.06189,0.06197,1717.45,8471.339199999999
2010-10-02T00:00:00Z,0.06188,0.06191,0.06125,0.0614,13059.737,9084.632049999998
2010-10-03T00:00:00Z,0.06139,0.0614,0.061,0.06111,7172.633,8939.446899999999
2010-10-04T00:00:00Z,0.06119,0.062,0.06081,0.06129,33995.369,9938.47495
2010-10-05T00:00:00Z,0.0614,0.06301,0.0609,0.0614,27526.613,11132.213099999999
2010-10-06T00:00:00Z,0.0615,0.0635,0.0612,0.06281,33433.302,12767.3782
2010-10-07T00:00:00Z,0.0632,0.067,0.0628,0.067,43692.981,14588.927249999999
2010-10-08T00:00:00Z,0.067,0.088,0.01,0.08685,139287.286,21198.661099999998
2010-10-09T00:00:00Z,0.083,0.12001,0.068,0.0938,187846.949,29948.400049999997
2010-10-10T00:00:00Z,0.093,0.1301,0.07999,0.0965,50684.192,31767.21265
2010-10-11T00:00:00Z,0.091,0.103,0.091,0.095,14092.905,32185.060600000004
2010-10-12T00:00:00Z,0.094,0.099,0.082,0.0949,25660.749,32890.07805
2010-10-13T00:00:00Z,0.092,0.105,0.092,0.105,47557.265,34492.6748
2010-10-14T00:00:00Z,0.1045,0.1045,0.065,0.102,37217.28,36319.32005
2010-10-15T00:00:00Z,0.1,0.119,0.092,0.105,24643.334,37443.861750000004
2010-10-16T00:00:00Z,0.1,0.103,0.1,0.101,6284.708,37155.1909
2010-10-17T00:00:00Z,0.102,0.1045,0.10001,0.102,18222.191,37528.688200000004
2010-10-18T00:00:00Z,0.103,0.103,0.097,0.1024,25665.087,38457.634900000005
2010-10-19T00:00:00Z,0.1,0.1019,0.097,0.097,6235.1,37595.607800000005
2010-10-20T00:00:00Z,0.1,0.103,0.094,0.099,31855,38792.506550000006
2010-10-21T00:00:00Z,0.0972,0.109,0.097,0.107,44867,40949.98405000001
2010-10-22T00:00:00Z,0.1015,0.10901,0.1015,0.1025,34603.909,42027.192650000005
2010-10-23T00:00:00Z,0.108,0.109,0.10449,0.1055,4423.469,41889.73445
2010-10-24T00:00:00Z,0.108,0.19,0.108,0.11501,13800.23,40879.97750000001
2010-10-25T00:00:00Z,0.09009,0.19,0.09009,0.132,30299.635,41018.62860000001
2010-10-26T00:00:00Z,0.133,0.18,0.133,0.1503,19219.125,40307.91975000001
2010-10-27T00:00:00Z,0.151,0.19,0.151,0.1877,65605.872,41403.564300000005
2010-10-28T00:00:00Z,0.1845,0.191,0.1731,0.1731,21525.035,35515.45175000001
2010-10-29T00:00:00Z,0.1799,0.19,0.173,0.19,28686.852,27557.446900000003
2010-10-30T00:00:00Z,0.1876,0.199,0.1875,0.1989,26708.94,26358.684300000004
2010-10-31T00:00:00Z,0.194,0.1989,0.171,0.1925,40337.756,27670.926850000007
2010-11-01T00:00:00Z,0.1925,0.1955,0.172,0.1955,21258.611,27450.819950000012
2010-11-02T00:00:00Z,0.192,0.195,0.1905,0.1938,5853.394,25365.62640000001
2010-11-03T00:00:00Z,0.1938,0.275,0.125,0.1931,61472.627,26578.393750000007
2010-11-04T00:00:00Z,0.1988,0.23601,0.1934,0.23,29698.431,26831.148600000008
2010-11-05T00:00:00Z,0.2101,0.2639,0.2101,0.2639,36622.072,28348.016800000012
2010-11-06T00:00:00Z,0.262,0.5,0.2402,0.39,32756.129,29074.71370000001
2010-11-07T00:00:00Z,0.46999,0.46999,0.286,0.34,77218.719,31652.39530000001
2010-11-08T00:00:00Z,0.3459,0.37,0.2261,0.243,118203.827,37250.831650000015
2010-11-09T00:00:00Z,0.251,0.323,0.199,0.223,47983.393,38057.25130000002
2010-11-10T00:00:00Z,0.21,0.24,0.14,0.2362,30387.028,37333.25270000002
2010-11-11T00:00:00Z,0.2299,0.24,0.21,0.2231,5031.88,35854.65125000002
2010-11-12T00:00:00Z,0.2289,0.29,0.223,0.2682,40720.385,37669.49705000002
2010-11-13T00:00:00Z,0.28,0.3,0.2683,0.276,21915.573,38075.26420000002
2010-11-14T00:00:00Z,0.276,0.299,0.2702,0.27904,16844.327,37402.498800000016
2010-11-15T00:00:00Z,0.27904,0.2828,0.2682,0.2682,8507.74,36866.929550000015
2010-11-16T00:00:00Z,0.2683,0.275,0.223,0.225,33931.012,35283.18655000002
2010-11-17T00:00:00Z,0.223,0.29,0.2116,0.23,32871.602,35850.51490000002
2010-11-18T00:00:00Z,0.2221,0.283,0.2221,0.2678,37446.671,36288.505850000016
2010-11-19T00:00:00Z,0.2683,0.28,0.2682,0.2752,2157.562,35060.93695000002
2010-11-20T00:00:00Z,0.28,0.29,0.26825,0.28301,14652.694,33776.683850000016
2010-11-21T00:00:00Z,0.27631,0.282,0.27631,0.27675,765,32752.00330000002
2010-11-22T00:00:00Z,0.27679,0.2879,0.269,0.2845,28205.85,33869.626100000016
2010-11-23T00:00:00Z,0.2825,0.28449,0.276,0.28295,4856.923,31038.840900000017
2010-11-24T00:00:00Z,0.28295,0.28299,0.2761,0.2828,2514.912,29679.664950000017
2010-11-25T00:00:00Z,0.2825,0.2825,0.278,0.28,1679.595,27932.541100000013
2010-11-26T00:00:00Z,0.27899,0.289,0.27612,0.2844,33531.876,27971.32845000002
2010-11-27T00:00:00Z,0.2844,0.2844,0.28255,0.283,1825.388,24201.661900000017
2010-11-28T00:00:00Z,0.283,0.28461,0.27,0.27,20802.126,19331.57685000002
2010-11-29T00:00:00Z,0.279,0.279,0.2151,0.2299,35055.403,18685.17735000002
2010-11-30T00:00:00Z,0.2299,0.2299,0.204,0.2082,21476.251,18239.63850000002
2010-12-01T00:00:00Z,0.2095,0.2299,0.2095,0.2275,8157.894,18395.939200000015
2010-12-02T00:00:00Z,0.228,0.2553,0.218,0.255,20312.234,17375.531650000015
2010-12-03T00:00:00Z,0.25,0.2552,0.243,0.25105,2570.345,16408.270250000016
2010-12-04T00:00:00Z,0.255,0.2589,0.205,0.206,28560.716,16994.08970000002
2010-12-05T00:00:00Z,0.22,0.235,0.19,0.19,5740.175,16855.711450000017
2010-12-06T00:00:00Z,0.225,0.225,0.1841,0.204,4319.255,15375.123600000017
2010-12-07T00:00:00Z,0.1938,0.2477,0.1701,0.24021,24592.915,14961.189250000016
2010-12-08T00:00:00Z,0.24,0.24,0.22,0.2388,3430.41,13260.376200000017
2010-12-09T00:00:00Z,0.226,0.233,0.1701,0.2,21336.327,14219.314450000016
2010-12-10T00:00:00Z,0.2,0.204,0.18251,0.204,1684.254,13570.892450000018
2010-12-11T00:00:00Z,0.204,0.228,0.1907,0.228,5788.686,13822.076750000017
2010-12-12T00:00:00Z,0.208,0.2279,0.20676,0.22,1963.558,12509.962150000016
2010-12-13T00:00:00Z,0.21,0.23,0.21,0.2299,6415.59,12587.895500000015
2010-12-14T00:00:00Z,0.2289,0.2468,0.21,0.24669,10388.097,12981.554750000014
2010-12-15T00:00:00Z,0.245,0.246,0.238,0.24,3684.68,13081.809000000014
2010-12-16T00:00:00Z,0.23801,0.255,0.22221,0.24996,14355.331,12122.981750000015
2010-12-17T00:00:00Z,0.249,0.249,0.24,0.24,525.513,12057.988000000016
2010-12-18T00:00:00Z,0.2487,0.24881,0.241,0.241,169.109,11026.337150000016
2010-12-19T00:00:00Z,0.248,0.2499,0.24,0.2401,2000.757,9373.604850000016
2010-12-20T00:00:00Z,0.2401,0.275,0.24,0.267,10682.705,8833.927550000017
2010-12-21T00:00:00Z,0.26,0.267,0.24,0.24,9225.789,8887.322300000016
2010-12-22T00:00:00Z,0.244,0.25,0.244,0.25,3800.458,8061.733500000017
2010-12-23T00:00:00Z,0.248,0.25,0.241,0.25,8650.148,8365.723650000016
2010-12-24T00:00:00Z,0.25,0.25,0.242,0.248,5033.249,7189.350300000017
2010-12-25T00:00:00Z,0.2475,0.25,0.2475,0.2499,703,6937.491550000018
2010-12-26T00:00:00Z,0.2499,0.27,0.24639,0.265,16584.97,7550.777300000018
2010-12-27T00:00:00Z,0.251,0.27,0.251,0.265,4935.49,6567.906050000017
2010-12-28T00:00:00Z,0.264,0.281,0.2612,0.281,15438.708,7168.320950000018
2010-12-29T00:00:00Z,0.271,0.301,0.271,0.2965,18609.144,7031.961800000016
2010-12-30T00:00:00Z,0.291,0.3,0.291,0.3,2539.873,7074.742750000017
2010-12-31T00:00:00Z,0.3,0.3,0.292,0.3,1453.719,6857.994400000018
2011-01-01T00:00:00Z,0.292,0.3,0.292,0.3,2821.243,6900.878650000018
2011-01-02T00:00:00Z,0.29459,0.3,0.289,0.29997,5352.108,6847.704550000019
2011-01-03T00:00:00Z,0.29,0.2999,0.29,0.295,1425.19,6399.559200000019
2011-01-04T00:00:00Z,0.29601,0.29987,0.289,0.29895,1879.003,6309.275350000019
2011-01-05T00:00:00Z,0.29004,0.299,0.29004,0.29892,357.157,5609.366650000019
2011-01-06T00:00:00Z,0.299,0.299,0.29,0.298,3456.489,5755.915450000019
2011-01-07T00:00:00Z,0.2975,0.322,0.2975,0.32,42601.118,7877.5159000000185
2011-01-08T00:00:00Z,0.3092,0.3229,0.309,0.3229,1629.438,7858.949950000018
2011-01-09T00:00:00Z,0.32291,0.323,0.32291,0.323,1691.366,7409.383000000019
2011-01-10T00:00:00Z,0.32291,0.329,0.3175,0.32659,10355.828,7465.88495000002
2011-01-11T00:00:00Z,0.32659,0.32659,0.31761,0.32659,4857.8,7518.752050000019
2011-01-12T00:00:00Z,0.3265,0.3557,0.31799,0.3188,31359.765,8654.23290000002
2011-01-13T00:00:00Z,0.31868,0.405,0.3176,0.3176,20118.897,9408.51530000002
2011-01-14T00:00:00Z,0.3176,0.45,0.3176,0.4,27130.957,10729.913150000019
2011-01-15T00:00:00Z,0.4,0.4,0.385,0.386,1515.661,9976.447700000019
2011-01-16T00:00:00Z,0.3994,0.4,0.386,0.38679,2778.71,9868.608700000019
2011-01-17T00:00:00Z,0.38679,0.38679,0.315,0.3495,18241.146,10008.730600000019
2011-01-18T00:00:00Z,0.3495,0.3495,0.305,0.31299,15671.508,9861.848800000018
2011-01-19T00:00:00Z,0.31299,0.31299,0.305,0.31299,7291.627,10099.43650000002
2011-01-20T00:00:00Z,0.31299,0.39,0.31,0.39,19881.979,11020.849500000018
2011-01-21T00:00:00Z,0.3899,0.44,0.368,0.41991,8477.545,11303.66460000002
2011-01-22T00:00:00Z,0.41,0.4443,0.39,0.4443,10534.27,11562.77270000002
2011-01-23T00:00:00Z,0.4443,0.4443,0.42,0.4424,1148.402,11548.933300000019
2011-01-24T00:00:00Z,0.4424,0.4424,0.381,0.4199,11061.936,12008.079950000018
2011-01-25T00:00:00Z,0.4199,0.425,0.4,0.41,2163.718,12098.408000000018
2011-01-26T00:00:00Z,0.41123,0.42,0.3904,0.417,15564.808,12703.823950000016
